contact_id,month,day_of_week,contact,num_contacts,days_since_previous,num_contacts_previous,outcome_previous,age,marital,job,education,default,mortgage,personal_loan,call_centre_volume,high_temp,low_temp,forward_rate,num_employed,consumer_confidence,price_index,employment_variation,outcome
6642,may,wed,landline,1,-1,0,nonexistent,50,married,industrial,6years,unknown,no,no,1.913182349,27,12,4.857,24096.1029,-35.308,258.4835,0.98307,FALSE
21550,aug,tue,mobile,1,-1,0,nonexistent,42,divorced,technical,postgrad,no,yes,no,1.352852912,31,21,4.963,24268.31739,-35.017,256.971,1.25118,FALSE
21661,aug,tue,mobile,1,-1,0,nonexistent,35,married,technical,postgrad,no,no,no,0.687731693,26,18,4.963,24268.31739,-35.017,256.971,1.25118,FALSE
1193,may,thu,landline,1,-1,0,nonexistent,38,single,administrative,university.degree,unknown,yes,no,1.719872778,23,13,4.855,24096.1029,-35.308,258.4835,0.98307,FALSE
35073,may,fri,mobile,6,-1,0,nonexistent,32,single,industrial,6years,unknown,no,no,1.018286226,26,14,1.25,23669.51229,-44.814,255.45575,-1.60866,FALSE
20789,aug,wed,mobile,3,-1,0,nonexistent,29,single,administrative,high.school,no,yes,no,2.343814711,33,18,4.965,24268.31739,-35.017,256.971,1.25118,FALSE
24259,nov,mon,mobile,1,-1,1,failure,39,married,unemployed,postgrad,no,yes,no,2.396247696,16,8,4.191,24118.38402,-40.74,256.3,-0.08937,FALSE
19102,aug,tue,mobile,1,-1,0,nonexistent,49,married,administrative,university.degree,unknown,yes,no,1.254389301,33,22,4.968,24268.31739,-35.017,256.971,1.25118,FALSE
14147,jul,mon,mobile,12,-1,0,nonexistent,22,single,domestic,high.school,no,yes,yes,0.093061676,28,21,4.962,24268.31739,-41.419,258.2745,1.25118,FALSE
27991,apr,wed,mobile,1,5,2,success,29,single,administrative,university.degree,no,yes,no,0.384244555,18,8,1.498,23669.51229,-45.687,255.95625,-1.60866,FALSE
31199,may,wed,mobile,4,-1,0,nonexistent,34,married,industrial,4years,no,yes,yes,1.568535405,29,14,1.334,23669.51229,-44.814,255.45575,-1.60866,FALSE
19166,aug,tue,mobile,2,-1,0,nonexistent,37,divorced,administrative,university.degree,no,yes,yes,0.432618436,29,18,4.968,24268.31739,-35.017,256.971,1.25118,FALSE
12251,jul,thu,landline,1,-1,0,nonexistent,55,married,administrative,9years,unknown,yes,no,0.673912774,25,19,4.966,24268.31739,-41.419,258.2745,1.25118,FALSE
34159,may,wed,mobile,4,-1,0,nonexistent,42,married,professional,high.school,no,no,no,1.78412498,25,13,1.281,23669.51229,-44.814,255.45575,-1.60866,FALSE
36897,jun,fri,mobile,2,-1,0,nonexistent,38,married,professional,9years,no,no,no,1.726910305,26,19,1.224,23563.21278,-39.576,255.64825,-2.59173,FALSE
18927,aug,mon,mobile,2,-1,0,nonexistent,41,married,technical,university.degree,no,yes,yes,0.615049829,29,21,4.97,24268.31739,-35.017,256.971,1.25118,FALSE
9733,jun,mon,landline,8,-1,0,nonexistent,42,married,technical,9years,no,yes,no,2.38651327,27,22,4.961,24268.31739,-40.546,259.77875,1.25118,TRUE
5519,may,mon,landline,7,-1,0,nonexistent,44,single,administrative,university.degree,no,yes,no,0.860877619,28,12,4.857,24096.1029,-35.308,258.4835,0.98307,FALSE
15167,jul,thu,landline,7,-1,0,nonexistent,50,single,industrial,4years,unknown,yes,no,0.290242083,32,24,4.958,24268.31739,-41.419,258.2745,1.25118,FALSE
24113,nov,thu,landline,1,-1,1,failure,29,married,tradesman,university.degree,no,yes,no,0.308054787,20,7,4.245,24118.38402,-40.74,256.3,-0.08937,FALSE
40552,aug,tue,mobile,5,12,1,success,27,married,administrative,university.degree,no,yes,no,0.057670458,27,25,0.886,23170.50804,-37.151,258.57425,-1.51929,TRUE
18491,jul,thu,mobile,3,-1,0,nonexistent,39,married,technical,high.school,no,yes,no,0.997969085,28,23,4.968,24268.31739,-41.419,258.2745,1.25118,FALSE
26998,nov,thu,mobile,3,-1,0,nonexistent,31,single,entrepreneur,university.degree,no,no,no,0.484598437,20,9,4.076,24118.38402,-40.74,256.3,-0.08937,FALSE
18122,jul,wed,mobile,6,-1,0,nonexistent,36,married,administrative,high.school,no,no,no,0.505788754,30,21,4.963,24268.31739,-41.419,258.2745,1.25118,FALSE
28101,apr,fri,mobile,1,1,1,success,34,single,industrial,9years,no,no,no,0.541038715,22,8,1.479,23669.51229,-45.687,255.95625,-1.60866,FALSE
34495,may,thu,mobile,1,-1,0,nonexistent,33,single,administrative,high.school,no,yes,no,4.535267596,25,13,1.266,23669.51229,-44.814,255.45575,-1.60866,FALSE
13064,jul,tue,mobile,1,-1,0,nonexistent,28,married,professional,high.school,no,yes,no,1.231701805,27,24,4.962,24268.31739,-41.419,258.2745,1.25118,FALSE
35026,may,fri,mobile,1,-1,0,nonexistent,33,divorced,technical,high.school,no,unknown,unknown,1.66472234,25,15,1.25,23669.51229,-44.814,255.45575,-1.60866,FALSE
857,may,wed,landline,1,-1,0,nonexistent,47,married,industrial,postgrad,unknown,yes,no,0.134591214,21,13,4.856,24096.1029,-35.308,258.4835,0.98307,FALSE
4482,may,tue,landline,2,-1,0,nonexistent,45,married,domestic,postgrad,unknown,no,no,0.189065383,21,11,4.856,24096.1029,-35.308,258.4835,0.98307,FALSE
6334,may,tue,landline,5,-1,0,nonexistent,41,married,administrative,9years,no,no,no,0.871110346,24,13,4.857,24096.1029,-35.308,258.4835,0.98307,FALSE
11995,jun,thu,landline,4,-1,0,nonexistent,44,married,administrative,university.degree,unknown,yes,yes,0.512700436,19,19,4.955,24268.31739,-40.546,259.77875,1.25118,FALSE
11455,jun,fri,landline,1,-1,0,nonexistent,52,married,entrepreneur,high.school,no,yes,no,0.724983297,27,18,4.959,24268.31739,-40.546,259.77875,1.25118,FALSE
22604,aug,fri,mobile,15,-1,0,nonexistent,34,divorced,administrative,high.school,no,unknown,unknown,2.407353299,36,24,4.964,24268.31739,-35.017,256.971,1.25118,FALSE
7817,jun,mon,landline,1,-1,0,nonexistent,30,divorced,professional,9years,no,no,no,0.466858724,24,19,4.865,24268.31739,-40.546,259.77875,1.25118,TRUE
31796,may,thu,mobile,1,-1,0,nonexistent,27,single,industrial,9years,unknown,yes,yes,0.094212849,25,13,1.327,23669.51229,-44.814,255.45575,-1.60866,FALSE
40056,jul,wed,landline,2,-1,0,nonexistent,36,married,professional,high.school,no,no,no,2.104286592,31,18,0.802,23170.50804,-39.091,259.09125,-1.51929,TRUE
30705,may,tue,mobile,1,-1,0,nonexistent,41,married,industrial,9years,no,yes,no,1.28807696,23,14,1.344,23669.51229,-44.814,255.45575,-1.60866,FALSE
37954,sep,fri,mobile,1,3,2,success,72,married,retired,4years,no,no,no,0.069207678,25,21,0.803,23290.73325,-28.906,254.04225,-3.03858,TRUE
6973,may,thu,landline,1,-1,0,nonexistent,51,married,technical,postgrad,unknown,no,no,6.693215119,22,12,4.86,24096.1029,-35.308,258.4835,0.98307,FALSE
26048,nov,wed,mobile,2,-1,1,failure,46,divorced,management,high.school,no,yes,no,1.996845737,16,9,4.12,24118.38402,-40.74,256.3,-0.08937,FALSE
32417,may,fri,landline,2,-1,0,nonexistent,35,single,professional,high.school,no,yes,no,0.602822998,29,12,1.313,23669.51229,-44.814,255.45575,-1.60866,FALSE
32989,may,mon,mobile,2,-1,1,failure,35,married,professional,9years,unknown,no,no,0.892965983,24,14,1.299,23669.51229,-44.814,255.45575,-1.60866,FALSE
18215,jul,wed,mobile,3,-1,0,nonexistent,56,divorced,retired,4years,no,no,yes,1.564272139,26,18,4.963,24268.31739,-41.419,258.2745,1.25118,FALSE
29444,apr,mon,mobile,3,-1,0,nonexistent,38,married,technical,postgrad,no,yes,no,1.965524172,22,7,1.405,23669.51229,-45.687,255.95625,-1.60866,FALSE
14309,jul,mon,mobile,3,-1,0,nonexistent,50,married,industrial,postgrad,unknown,yes,no,0.799297407,31,21,4.962,24268.31739,-41.419,258.2745,1.25118,FALSE
2772,may,wed,landline,2,-1,0,nonexistent,49,married,industrial,6years,unknown,yes,yes,1.05745419,21,11,4.859,24096.1029,-35.308,258.4835,0.98307,FALSE
10627,jun,tue,landline,5,-1,0,nonexistent,39,married,unemployed,9years,unknown,yes,no,0.505937321,24,16,4.961,24268.31739,-40.546,259.77875,1.25118,FALSE
4511,may,tue,landline,1,-1,0,nonexistent,50,divorced,domestic,4years,unknown,yes,yes,0.825595471,22,11,4.856,24096.1029,-35.308,258.4835,0.98307,FALSE
28873,apr,thu,mobile,2,-1,0,nonexistent,26,single,full_time_education,university.degree,no,no,yes,1.079561231,19,8,1.41,23669.51229,-45.687,255.95625,-1.60866,TRUE
31889,may,thu,mobile,2,-1,0,nonexistent,33,married,industrial,postgrad,unknown,no,no,0.066509798,25,14,1.327,23669.51229,-44.814,255.45575,-1.60866,FALSE
850,may,wed,landline,1,-1,0,nonexistent,43,married,industrial,4years,unknown,yes,no,0.510724065,19,11,4.856,24096.1029,-35.308,258.4835,0.98307,FALSE
9984,jun,wed,landline,4,-1,0,nonexistent,29,single,administrative,university.degree,no,yes,yes,0.398676899,25,19,4.959,24268.31739,-40.546,259.77875,1.25118,FALSE
24795,nov,tue,mobile,1,-1,1,failure,32,married,professional,high.school,no,yes,no,0.349500626,19,9,4.153,24118.38402,-40.74,256.3,-0.08937,FALSE
10647,jun,tue,landline,1,-1,0,nonexistent,38,married,industrial,postgrad,no,no,no,0.88161152,25,18,4.961,24268.31739,-40.546,259.77875,1.25118,FALSE
25079,nov,tue,mobile,1,-1,1,failure,37,divorced,retired,9years,unknown,yes,no,0.794644622,16,9,4.153,24118.38402,-40.74,256.3,-0.08937,FALSE
5827,may,mon,landline,2,-1,0,nonexistent,31,single,administrative,university.degree,no,yes,no,3.114152382,21,13,4.857,24096.1029,-35.308,258.4835,0.98307,FALSE
9444,jun,fri,landline,5,-1,0,nonexistent,40,married,administrative,university.degree,no,yes,no,0.404509118,24,18,4.967,24268.31739,-40.546,259.77875,1.25118,FALSE
6829,may,wed,landline,2,-1,0,nonexistent,50,married,administrative,high.school,no,no,no,3.397006492,27,14,4.857,24096.1029,-35.308,258.4835,0.98307,FALSE
14790,jul,wed,mobile,1,-1,0,nonexistent,34,single,industrial,6years,no,yes,yes,0.793961843,32,21,4.957,24268.31739,-41.419,258.2745,1.25118,FALSE
23608,aug,thu,mobile,7,-1,0,nonexistent,57,married,technical,university.degree,unknown,no,no,0.47810818,23,20,4.962,24268.31739,-35.017,256.971,1.25118,FALSE
21822,aug,wed,mobile,1,-1,0,nonexistent,30,single,technical,university.degree,unknown,yes,no,0.627957447,29,20,4.964,24268.31739,-35.017,256.971,1.25118,FALSE
35351,may,fri,mobile,4,-1,1,failure,30,single,industrial,6years,no,no,no,1.529163441,24,13,1.25,23669.51229,-44.814,255.45575,-1.60866,FALSE
21814,aug,wed,mobile,1,-1,0,nonexistent,55,married,professional,4years,no,yes,no,0.126312788,27,23,4.964,24268.31739,-35.017,256.971,1.25118,FALSE
41068,nov,mon,landline,1,6,1,success,29,single,administrative,high.school,no,yes,no,1.692419497,20,9,1.05,23040.53484,-49.276,260.60925,-0.98307,FALSE
11295,jun,thu,landline,1,-1,0,nonexistent,28,married,industrial,9years,no,yes,no,1.579776464,24,22,4.961,24268.31739,-40.546,259.77875,1.25118,FALSE
18951,aug,mon,mobile,1,-1,0,nonexistent,49,divorced,administrative,postgrad,no,yes,yes,1.033511303,31,25,4.97,24268.31739,-35.017,256.971,1.25118,FALSE
40749,sep,thu,mobile,3,-1,0,nonexistent,25,single,full_time_education,high.school,no,yes,no,1.058690907,29,20,0.879,23040.53484,-36.375,259.04725,-0.98307,TRUE
35025,may,fri,mobile,1,-1,0,nonexistent,51,married,administrative,high.school,no,yes,no,0.179259628,21,10,1.25,23669.51229,-44.814,255.45575,-1.60866,FALSE
20914,aug,thu,mobile,1,-1,0,nonexistent,40,married,tradesman,university.degree,no,yes,no,2.440923652,27,21,4.964,24268.31739,-35.017,256.971,1.25118,FALSE
30296,apr,thu,mobile,1,-1,0,nonexistent,28,single,administrative,university.degree,no,yes,yes,1.048152205,20,10,1.365,23669.51229,-45.687,255.95625,-1.60866,FALSE
37014,jul,tue,mobile,1,-1,0,nonexistent,38,married,administrative,university.degree,no,yes,no,2.023169032,30,22,1.044,23563.21278,-32.592,254.28975,-2.59173,FALSE
1799,may,fri,landline,1,-1,0,nonexistent,45,married,industrial,9years,unknown,no,no,0.215713932,24,11,4.855,24096.1029,-35.308,258.4835,0.98307,FALSE
14379,jul,mon,mobile,3,-1,0,nonexistent,44,married,industrial,9years,no,yes,no,3.015517779,33,18,4.962,24268.31739,-41.419,258.2745,1.25118,FALSE
2262,may,tue,landline,1,-1,0,nonexistent,43,single,technical,postgrad,no,no,no,0.564822094,23,12,4.856,24096.1029,-35.308,258.4835,0.98307,FALSE
25741,nov,wed,landline,1,-1,0,nonexistent,33,married,unemployed,9years,no,yes,no,3.96331454,19,8,4.12,24118.38402,-40.74,256.3,-0.08937,FALSE
39326,mar,mon,mobile,1,11,1,success,38,single,full_time_education,unknown,no,yes,no,0.820650682,16,6,0.639,23249.88453,-33.756,256.76475,-1.60866,FALSE
14502,jul,tue,mobile,4,-1,0,nonexistent,46,divorced,technical,postgrad,no,no,no,0.220691214,27,19,4.961,24268.31739,-41.419,258.2745,1.25118,FALSE
25230,nov,tue,mobile,4,-1,0,nonexistent,43,married,management,university.degree,no,yes,no,3.550233704,18,10,4.153,24118.38402,-40.74,256.3,-0.08937,FALSE
31965,may,thu,mobile,2,-1,1,failure,40,married,professional,high.school,unknown,no,no,0.593071803,26,13,1.327,23669.51229,-44.814,255.45575,-1.60866,FALSE
32840,may,mon,mobile,2,-1,0,nonexistent,32,married,industrial,6years,no,yes,yes,0.783671002,31,11,1.299,23669.51229,-44.814,255.45575,-1.60866,FALSE
7506,may,fri,landline,1,-1,0,nonexistent,45,married,unknown,unknown,no,no,no,0.149454597,26,12,4.864,24096.1029,-35.308,258.4835,0.98307,FALSE
22105,aug,thu,mobile,9,-1,0,nonexistent,34,married,technical,postgrad,no,yes,no,0.756222556,30,23,4.963,24268.31739,-35.017,256.971,1.25118,FALSE
26331,nov,thu,mobile,1,-1,0,nonexistent,49,divorced,unemployed,high.school,no,unknown,unknown,0.42606324,16,8,4.076,24118.38402,-40.74,256.3,-0.08937,FALSE
36562,jun,wed,mobile,2,-1,0,nonexistent,69,married,entrepreneur,high.school,no,no,no,9.847608289,24,16,1.26,23563.21278,-39.576,255.64825,-2.59173,TRUE
14759,jul,wed,mobile,1,-1,0,nonexistent,43,married,domestic,9years,unknown,no,no,0.096178525,33,25,4.957,24268.31739,-41.419,258.2745,1.25118,FALSE
13713,jul,thu,mobile,1,-1,0,nonexistent,32,married,administrative,university.degree,no,unknown,unknown,4.432718601,33,17,4.963,24268.31739,-41.419,258.2745,1.25118,FALSE
10068,jun,thu,landline,1,-1,0,nonexistent,35,single,domestic,unknown,no,yes,no,0.259560677,29,23,4.958,24268.31739,-40.546,259.77875,1.25118,FALSE
18190,jul,wed,mobile,1,-1,0,nonexistent,39,single,technical,university.degree,no,no,no,0.116551457,28,17,4.963,24268.31739,-41.419,258.2745,1.25118,FALSE
25974,nov,wed,mobile,1,-1,0,nonexistent,46,divorced,administrative,university.degree,no,yes,no,1.063465665,20,9,4.12,24118.38402,-40.74,256.3,-0.08937,FALSE
16803,jul,thu,mobile,1,-1,0,nonexistent,59,married,technical,postgrad,no,no,no,0.144978287,33,20,4.962,24268.31739,-41.419,258.2745,1.25118,FALSE
23207,aug,tue,mobile,5,-1,0,nonexistent,47,married,entrepreneur,high.school,no,yes,yes,1.622493371,33,20,4.965,24268.31739,-35.017,256.971,1.25118,FALSE
14900,jul,wed,mobile,2,-1,0,nonexistent,24,single,technical,postgrad,no,no,no,1.452207119,34,19,4.957,24268.31739,-41.419,258.2745,1.25118,FALSE
11741,jun,fri,landline,8,-1,0,nonexistent,42,married,domestic,4years,unknown,yes,no,1.467358451,26,19,4.959,24268.31739,-40.546,259.77875,1.25118,FALSE
4108,may,mon,landline,1,-1,0,nonexistent,42,divorced,industrial,9years,no,unknown,unknown,0.25584502,29,13,4.858,24096.1029,-35.308,258.4835,0.98307,FALSE
22254,aug,thu,mobile,3,-1,0,nonexistent,31,single,administrative,university.degree,no,no,no,0.421022596,29,23,4.963,24268.31739,-35.017,256.971,1.25118,FALSE
28405,apr,thu,mobile,1,-1,0,nonexistent,30,single,tradesman,university.degree,no,no,no,1.89811548,22,8,1.435,23669.51229,-45.687,255.95625,-1.60866,FALSE
9023,jun,thu,landline,2,-1,0,nonexistent,39,divorced,management,university.degree,unknown,no,no,1.846951374,26,20,4.866,24268.31739,-40.546,259.77875,1.25118,FALSE
39474,apr,mon,landline,5,-1,0,nonexistent,74,married,retired,4years,no,no,no,0.736504754,22,8,0.643,23249.88453,-33.562,257.80975,-1.60866,TRUE
33493,may,tue,mobile,4,-1,0,nonexistent,33,divorced,technical,postgrad,no,yes,yes,0.59128681,25,14,1.291,23669.51229,-44.814,255.45575,-1.60866,FALSE
18760,jul,thu,landline,4,-1,0,nonexistent,32,married,technical,university.degree,no,yes,no,0.405117981,34,23,4.968,24268.31739,-41.419,258.2745,1.25118,FALSE
38175,oct,thu,mobile,1,-1,1,failure,71,married,retired,4years,no,yes,no,0.020149578,20,12,0.754,23290.73325,-26.093,254.18525,-3.03858,TRUE
15128,jul,thu,mobile,1,-1,0,nonexistent,39,divorced,domestic,9years,no,no,no,1.929470993,30,17,4.958,24268.31739,-41.419,258.2745,1.25118,TRUE
28578,apr,wed,mobile,3,-1,0,nonexistent,42,married,industrial,4years,no,no,no,0.577371723,20,10,1.415,23669.51229,-45.687,255.95625,-1.60866,TRUE
